Name,Team,G,PA,H,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,wRC+,BsR,Off,Def,WAR,playerid
Billy Martin,- - -,1021,3717,877,64,425,333,34,5.10%,9.60%,0.113,0.269,0.257,0.3,0.369,0.301,80,-2.8,-90.4,9.6,3.9,1008155
Jimmy Archer,- - -,847,2882,660,16,246,296,36,4.30%,9.50%,0.084,0.279,0.249,0.288,0.333,0.3,79,-8.7,-73.8,16.7,3.9,1000290
Eddie Ainsmith,- - -,1078,3422,707,22,299,317,86,7.70%,10.70%,0.093,0.26,0.232,0.296,0.324,0.298,75,3,-94.7,16.6,3.9,1000092
Joe Koppe,- - -,578,1857,379,19,202,141,16,11.30%,18.60%,0.088,0.287,0.236,0.324,0.324,0.297,80,-1.5,-47.1,27.7,3.9,1007108
Joe Bush,- - -,581,1316,313,7,128,137,4,4.00%,14.60%,0.092,0.293,0.253,0.283,0.345,0.294,68,-0.8,-49.6,45.8,3.9,1001754
Tommy Sheehan,- - -,317,1169,238,1,96,88,32,8.00%,,0.045,,0.235,0.305,0.28,0.292,89,-1.2,-14.9,11.7,3.9,1011847
Mike Zunino,Mariners,421,1498,271,64,146,174,1,6.20%,33.30%,0.186,0.259,0.2,0.268,0.387,0.286,82,-3.3,-33.9,21.2,3.9,13265
Tim Murnane,- - -,384,1695,427,5,338,127,38,3.50%,4.00%,0.038,0.276,0.261,0.287,0.299,0.275,96,2.2,-10.5,-14.6,3.9,1009343
Denny Mack,- - -,373,1598,343,1,309,103,31,5.80%,3.70%,0.043,0.256,0.228,0.273,0.271,0.258,84,2.5,-36.1,18.9,3.9,1007915
Fatty Briody,- - -,323,1231,271,3,134,115,6,3.60%,10.30%,0.063,0.244,0.228,0.257,0.292,0.255,78,-2.5,-44.8,37.5,3.9,1001440
Ed Caskin,- - -,482,1953,427,2,229,163,0,4.20%,8.70%,0.041,0.25,0.228,0.261,0.269,0.247,78,-0.1,-60.3,30.8,3.9,1002048
Sam Dungan,- - -,382,1685,464,3,214,197,38,6.90%,2.70%,0.086,0.297,0.301,0.356,0.386,0.356,104,-6.9,1,-25.9,3.8,1003561
Jerry Lynch,- - -,1184,3145,798,115,364,470,12,7.10%,13.20%,0.186,0.288,0.277,0.329,0.463,0.347,110,-3.1,32.2,-101.2,3.8,1007865
Johnny Blanchard,- - -,516,1352,285,67,137,200,2,10.10%,12.10%,0.202,0.223,0.239,0.317,0.441,0.331,107,0.7,12.8,-15.3,3.8,1001043
Jay Gibbons,- - -,840,3182,759,127,364,427,2,7.00%,13.90%,0.192,0.266,0.26,0.314,0.452,0.328,100,-13.6,-15,-55.5,3.8,141
Joey Cora,- - -,1119,4279,1035,30,624,294,117,8.90%,7.80%,0.092,0.295,0.277,0.348,0.369,0.324,93,-2.3,-41.9,-65.1,3.8,1002607
Otis Clymer,- - -,385,1463,355,2,182,98,83,6.80%,13.00%,0.065,0.298,0.267,0.322,0.332,0.32,103,6.5,11.2,-26.4,3.8,1002370
Chris James,- - -,946,3294,794,90,343,386,27,5.90%,14.90%,0.152,0.283,0.261,0.307,0.413,0.319,97,-2.2,-9.8,-57.5,3.8,1006347
Jimmy Sebring,- - -,362,1524,368,6,178,168,52,6.10%,,0.094,,0.261,0.308,0.355,0.317,93,0.9,-9.7,-5.3,3.8,1011710
Martin Powell,- - -,279,1238,329,3,213,115,,6.10%,5.70%,0.064,0.292,0.283,0.326,0.347,0.311,112,0,21,-24,3.8,1010493
George Magoon,- - -,522,2104,439,2,199,201,47,9.20%,,0.055,,0.239,0.321,0.294,0.305,83,-5,-53.4,16.6,3.8,1007972
John Irwin,- - -,322,1383,312,3,222,93,56,7.40%,8.00%,0.08,0.275,0.246,0.308,0.326,0.305,94,0.4,-12,-5.9,3.8,1006279
Joe Werrick,- - -,392,1644,383,10,217,212,83,6.20%,,0.098,,0.25,0.3,0.348,0.304,93,-2.3,-18,-2.7,3.8,1013789
Eduardo Escobar,- - -,560,1867,440,36,202,183,9,5.90%,19.20%,0.133,0.301,0.255,0.302,0.389,0.3,86,4.6,-25.9,-0.2,3.8,6153
Ira Thomas,- - -,483,1485,327,3,124,155,20,5.50%,13.10%,0.066,0.313,0.242,0.296,0.308,0.297,84,-5.6,-31.6,19.8,3.8,1012981
George Bechtel,- - -,221,1062,288,3,215,165,17,2.00%,1.10%,0.076,0.278,0.277,0.291,0.353,0.294,99,3.7,2.6,0.6,3.8,1000737
Frank Bowerman,- - -,1045,3648,852,13,343,392,81,3.50%,0.00%,0.064,0.118,0.251,0.287,0.314,0.291,78,-6,-108.1,14,3.8,1001253
Tom Seaver,- - -,580,1552,202,12,99,86,4,7.00%,31.30%,0.056,0.231,0.154,0.219,0.21,0.205,24,1,-132,117.3,3.8,1011708
George Treadway,- - -,326,1457,364,12,256,224,60,11.30%,7.90%,0.144,0.304,0.284,0.368,0.428,0.373,103,-0.9,9.1,-21,3.7,1013168
Alex Cole,- - -,573,2012,493,5,286,117,148,10.80%,14.70%,0.071,0.332,0.28,0.36,0.351,0.326,94,5.2,-8.9,-22,3.7,1002411
Doc Johnston,- - -,1055,4270,992,14,478,381,139,6.20%,7.20%,0.088,0.283,0.263,0.319,0.351,0.321,88,1.3,-56.5,-52.7,3.7,1006446
Jerry Martin,- - -,1018,2904,666,85,337,345,38,7.10%,19.80%,0.158,0.288,0.251,0.307,0.409,0.319,93,-1.1,-24.1,-34.1,3.7,1008174
Ryan Thompson,- - -,416,1385,305,52,165,176,9,6.50%,25.10%,0.19,0.291,0.243,0.301,0.433,0.318,92,-5.7,-20.1,10.5,3.7,713
Joe Astroth,Athletics,544,1791,401,13,163,156,6,9.90%,6.90%,0.07,0.269,0.254,0.334,0.324,0.311,77,0,-48.3,26.6,3.7,1000345
Willie Harris,- - -,1046,2816,580,39,365,212,107,10.90%,17.80%,0.109,0.282,0.238,0.327,0.346,0.304,81,13.7,-52.7,-2.2,3.7,236
Bob Coluccio,- - -,370,1258,241,26,141,114,33,10.20%,16.10%,0.133,0.247,0.22,0.305,0.353,0.304,88,-1.2,-18.1,14.1,3.7,1002476
Ben Davis,- - -,486,1698,358,38,168,204,9,9.00%,22.70%,0.129,0.289,0.237,0.306,0.366,0.295,78,-3.8,-52.5,32.8,3.7,1074
Donnie Hill,- - -,756,2551,594,26,276,228,22,6.90%,8.80%,0.085,0.274,0.257,0.308,0.343,0.294,82,-0.7,-56.4,9,3.7,1005811
Eric Young,- - -,597,1794,396,11,257,99,153,7.90%,17.70%,0.084,0.301,0.247,0.316,0.331,0.291,75,33.9,-17.2,-3.1,3.7,7158
Dolf Luque,- - -,559,1189,237,5,96,90,7,5.90%,9.60%,0.063,0.251,0.227,0.283,0.291,0.274,56,0.5,-68.7,66.2,3.7,1007843
Eddie Plank,- - -,630,1778,331,3,130,122,13,4.00%,17.80%,0.039,0.217,0.206,0.25,0.245,0.244,51,-6.4,-104.4,80.8,3.7,1010385
Justin Bour,Marlins,344,1188,289,60,126,198,1,9.80%,21.10%,0.218,0.303,0.272,0.344,0.49,0.352,121,-11,19.7,-21.3,3.6,9744
Heinie Mueller,- - -,693,2368,597,22,296,272,37,7.10%,6.20%,0.107,0.295,0.282,0.342,0.389,0.342,94,2.1,-17,-24.7,3.6,1009280
Frank Gilhooley,- - -,311,1237,289,2,142,58,37,11.30%,6.50%,0.052,0.291,0.271,0.357,0.323,0.337,105,0.1,5.7,-13.6,3.6,1004705
Craig Kusick,- - -,497,1461,291,46,155,171,11,13.30%,15.60%,0.157,0.251,0.235,0.342,0.392,0.336,108,1,13.2,-25.6,3.6,1007219
Matt Diaz,- - -,736,2052,546,45,212,226,33,5.20%,18.40%,0.139,0.34,0.29,0.338,0.429,0.334,103,-12.8,-4.7,-23.7,3.6,1771
Clint Hurdle,- - -,515,1596,360,32,162,193,1,11.00%,16.40%,0.145,0.294,0.259,0.341,0.403,0.333,106,-2.1,7.8,-26.9,3.6,1006216
Xavier Nady,- - -,961,3241,797,104,365,410,19,5.80%,19.30%,0.163,0.307,0.268,0.323,0.432,0.328,99,-8.9,-11.7,-55.8,3.6,1658
Andy Dirks,Tigers,297,1063,268,24,150,100,13,7.10%,16.30%,0.137,0.314,0.276,0.332,0.413,0.326,103,3.3,7.4,-8.4,3.6,6453
Cozy Dolan,- - -,378,1369,299,6,210,111,102,8.80%,12.90%,0.087,0.291,0.252,0.328,0.339,0.326,97,11.3,5.2,-16.9,3.6,1003361
Hap Myers,- - -,377,1448,335,4,203,116,132,8.20%,9.60%,0.054,0.293,0.268,0.338,0.322,0.324,90,19.7,2.1,-15,3.6,1009421
Ron Roenicke,- - -,527,1294,256,17,141,113,24,14.70%,15.10%,0.1,0.274,0.238,0.353,0.338,0.317,97,1,-3.2,-4.3,3.6,1011121
Bill Sarni,- - -,390,1303,311,22,107,151,6,6.80%,10.40%,0.117,0.278,0.263,0.313,0.38,0.313,82,0.1,-29.4,25.4,3.6,1011451
John Grim,- - -,706,2797,705,16,350,330,82,3.00%,3.80%,0.091,0.274,0.267,0.302,0.359,0.312,79,-4.3,-97.7,24.6,3.6,1005067
Casey McGehee,- - -,850,3086,721,67,285,380,7,8.10%,16.80%,0.127,0.291,0.258,0.317,0.384,0.308,91,-28.3,-60.1,-0.7,3.6,6086
Ed Spiezio,- - -,554,1716,367,39,126,174,16,7.90%,14.30%,0.117,0.257,0.238,0.303,0.355,0.299,87,0,-20.9,0.3,3.6,1012340
Jim Devlin,- - -,266,1202,340,1,180,132,8,1.30%,4.60%,0.065,0.3,0.287,0.296,0.352,0.297,101,1.3,2.5,-4.7,3.6,1003249
Steve Lombardozzi,- - -,446,1437,294,20,153,107,13,9.10%,14.30%,0.115,0.262,0.233,0.307,0.347,0.295,76,-1.4,-43.9,31.7,3.6,1007721
Charley Smith,- - -,771,2686,594,69,228,281,7,4.80%,21.00%,0.131,0.281,0.239,0.279,0.37,0.287,81,-2.6,-64,12,3.6,1012112
Jim Field,- - -,332,1376,292,10,180,50,9,5.60%,,0.087,,0.23,0.289,0.316,0.285,99,-0.2,-2.4,-7,3.6,1004028
Hooks Dauss,Tigers,540,1318,212,6,107,107,3,10.70%,22.00%,0.077,0.248,0.189,0.284,0.266,0.272,57,-1.1,-70.6,60.9,3.6,1003011
Brad Hawpe,- - -,910,3401,806,124,400,492,13,12.60%,23.80%,0.202,0.337,0.275,0.368,0.477,0.364,112,-2.9,49.4,-123.4,3.5,1885
Jocko Fields,- - -,341,1451,358,12,212,176,50,8.50%,9.60%,0.125,0.296,0.271,0.338,0.397,0.349,108,-6,14.2,-31.1,3.5,1004029
Tom Long,- - -,418,1612,401,6,148,140,65,4.90%,8.80%,0.109,0.296,0.269,0.309,0.379,0.33,107,-1.6,9.4,-32,3.5,1007740
Jack Rothrock,- - -,1014,3719,924,28,498,327,75,8.00%,8.40%,0.094,0.298,0.276,0.336,0.37,0.329,86,-1.2,-71.4,-24,3.5,1011244
Jerry White,- - -,646,1367,303,21,155,109,57,10.80%,12.70%,0.11,0.279,0.253,0.337,0.363,0.322,98,0.6,-3,-7.7,3.5,1013880
Robert Fick,- - -,846,2658,613,69,287,324,6,8.80%,14.50%,0.146,0.28,0.258,0.328,0.405,0.319,93,-1.2,-24.5,-30.6,3.5,466
Cy Perkins,- - -,1171,4015,933,30,329,409,18,7.50%,5.50%,0.093,0.269,0.259,0.319,0.352,0.317,74,-6.8,-139.2,39.8,3.5,1010193
George Thomas,- - -,684,1865,430,46,203,202,13,7.40%,18.40%,0.134,0.293,0.255,0.316,0.389,0.316,94,-1.6,-14.3,-4.2,3.5,1012978
Rick Leach,- - -,799,1924,460,18,205,183,8,9.10%,11.30%,0.101,0.295,0.268,0.335,0.369,0.316,94,-2.1,-15.4,-12.6,3.5,1007426
Emil Brown,- - -,739,2508,581,59,296,326,52,7.90%,18.70%,0.139,0.298,0.258,0.323,0.398,0.316,88,-0.1,-38.8,-10.5,3.5,1197
Dave Stapleton,Red Sox,582,2189,550,41,238,224,6,5.20%,7.40%,0.127,0.276,0.271,0.31,0.398,0.316,89,-3.2,-31.6,-5.1,3.5,1012423
Charlie Pick,- - -,367,1445,333,3,115,86,64,7.10%,4.20%,0.064,0.272,0.261,0.323,0.325,0.314,94,-2.9,-12.5,-0.1,3.5,1010310
Lenny Webster,- - -,587,1617,368,33,157,176,1,8.70%,12.90%,0.121,0.276,0.254,0.324,0.375,0.314,86,-1.1,-29.9,10.8,3.5,1013718
Swede Risberg,White Sox,476,1837,394,6,196,175,52,8.10%,9.80%,0.089,0.271,0.243,0.311,0.332,0.312,85,1.3,-30.9,0.2,3.5,1010984
Rollie Hemsley,- - -,1593,5509,1321,31,562,555,29,6.50%,7.20%,0.098,0.279,0.262,0.311,0.36,0.311,73,-3.9,-206.8,51.4,3.5,1005626
Jim Spencer,- - -,1553,5408,1227,146,541,599,11,7.50%,10.80%,0.137,0.256,0.25,0.307,0.387,0.309,94,-4.1,-39.7,-93.3,3.5,1012325
Justin Maxwell,- - -,441,1193,233,41,145,133,28,9.60%,31.10%,0.179,0.294,0.22,0.303,0.399,0.308,92,2.8,-8.6,5.3,3.5,6827
Wayne Terwilliger,- - -,666,2396,501,22,271,162,31,10.30%,12.40%,0.086,0.27,0.24,0.323,0.325,0.305,77,1.7,-66,26,3.5,1012934
Aaron Hicks,- - -,430,1531,313,38,179,146,36,10.50%,20.60%,0.138,0.274,0.233,0.315,0.371,0.302,87,5.4,-16.1,-0.6,3.5,5297
Con Daily,- - -,630,2455,541,2,280,262,94,8.50%,8.50%,0.056,0.269,0.243,0.314,0.299,0.302,83,-3.6,-72.2,9.5,3.5,1002932
Connie Mack,- - -,723,2931,659,5,391,265,127,5.80%,4.30%,0.056,0.255,0.245,0.305,0.3,0.298,78,-5.2,-108.7,21.5,3.5,1007914
Michael Taylor,Nationals,303,1051,234,34,122,119,40,6.50%,31.70%,0.159,0.327,0.24,0.291,0.4,0.295,81,4,-19.6,21.1,3.5,11489
Mike Aviles,- - -,881,3144,766,59,375,298,78,4.30%,13.00%,0.116,0.284,0.262,0.295,0.378,0.294,80,8.1,-66.5,-2.7,3.5,5986
Jimmy Cooney,- - -,448,1722,413,2,181,150,30,4.40%,3.40%,0.065,0.271,0.262,0.298,0.327,0.294,64,0.8,-77.3,57.5,3.5,1002587
Woody Williams,- - -,338,1369,314,1,133,79,14,6.40%,3.80%,0.042,0.26,0.25,0.301,0.292,0.287,70,2.1,-46.7,39.4,3.5,1014045
Jose Pagan,- - -,1326,4032,922,52,387,372,46,6.10%,12.60%,0.094,0.275,0.25,0.298,0.344,0.286,78,-3.2,-106.4,2.3,3.5,1009950
Jake Marisnick,- - -,427,1210,253,29,145,107,54,5.00%,28.20%,0.134,0.299,0.228,0.277,0.362,0.278,74,9.2,-26.7,20.7,3.5,11339
Chris Stewart,- - -,425,1250,260,9,100,86,6,7.50%,14.50%,0.066,0.271,0.235,0.303,0.301,0.27,68,-0.8,-48.9,41.5,3.5,3878
Jimmy Macullar,- - -,449,1710,319,7,246,91,23,9.10%,10.80%,0.069,0.237,0.207,0.285,0.276,0.27,92,1.4,-19,-4.2,3.5,1007936
Chief Bender,- - -,506,1274,243,6,102,116,20,5.90%,15.30%,0.068,0.234,0.212,0.266,0.28,0.269,68,-2.2,-48.7,37.8,3.5,1000827
Camilo Pascual,- - -,527,1073,198,5,71,81,0,4.30%,11.50%,0.059,0.229,0.205,0.243,0.264,0.231,38,0.3,-77.4,79.1,3.5,1010039
Joe Visner,- - -,235,1058,241,12,183,149,33,11.50%,8.60%,0.148,0.279,0.261,0.354,0.409,0.365,109,-4.8,12,-17.5,3.4,1013441
Doc Miller,- - -,557,1889,507,12,184,235,64,6.40%,7.90%,0.094,0.318,0.295,0.343,0.39,0.352,101,0,1.3,-30.9,3.4,1008886
Bernie Neis,- - -,677,2083,496,25,297,210,46,9.60%,8.90%,0.107,0.292,0.272,0.346,0.379,0.341,95,-3.2,-15.8,-20.8,3.4,1009493
Chet Ross,Bees,413,1442,316,34,156,170,6,8.60%,19.50%,0.15,0.284,0.241,0.309,0.392,0.327,98,0.6,-0.8,-7.7,3.4,1011225
Jim Nealon,Pirates,259,1051,240,3,111,130,26,7.20%,,0.085,,0.256,0.317,0.342,0.323,104,-1.7,2.7,-6,3.4,1009477
Rob Ducey,- - -,703,1478,309,31,190,146,22,11.20%,23.40%,0.154,0.303,0.242,0.331,0.396,0.322,91,-2.7,-19.3,4.7,3.4,1003520
Bob Scheffing,- - -,517,1474,357,20,105,187,6,7.00%,8.60%,0.097,0.279,0.263,0.316,0.36,0.318,84,0.9,-27.3,14,3.4,1011535
Brent Gates,- - -,685,2625,616,25,268,279,18,8.60%,13.30%,0.093,0.297,0.264,0.327,0.357,0.307,82,-2.1,-65.6,9.7,3.4,1004570
Ed Fitz Gerald,- - -,807,2310,542,19,199,217,9,8.00%,10.20%,0.076,0.285,0.26,0.323,0.336,0.307,79,0.6,-58,16.2,3.4,1004107
Billy Hatcher,- - -,1233,4752,1146,54,586,399,218,5.60%,10.00%,0.1,0.284,0.264,0.312,0.364,0.303,86,7.5,-68.3,-53.2,3.4,1005486
Javier Baez,Cubs,308,1049,246,36,117,122,21,4.60%,29.10%,0.163,0.327,0.251,0.294,0.415,0.302,86,5,-12.1,13.1,3.4,12979
Laynce Nix,- - -,758,2063,460,69,235,249,9,5.90%,25.90%,0.177,0.295,0.24,0.286,0.417,0.301,79,10.6,-43.1,9.5,3.4,1766
Felix Torres,Angels,365,1291,302,27,109,153,2,5.50%,15.60%,0.128,0.282,0.254,0.297,0.381,0.301,90,-0.5,-16,13.1,3.4,1013129
Rene Gonzales,- - -,705,1756,368,19,185,136,23,9.20%,13.10%,0.081,0.268,0.239,0.315,0.32,0.293,78,-2.1,-48,25.1,3.4,1004844
Bubba Phillips,- - -,1062,3564,835,62,348,356,25,5.10%,8.80%,0.103,0.263,0.255,0.297,0.358,0.291,77,2,-95.9,25.4,3.4,1010284
Einar Diaz,- - -,673,2257,523,21,222,202,21,4.30%,8.80%,0.093,0.271,0.254,0.302,0.346,0.288,67,-7.3,-101.5,58.3,3.4,378
Tony Scott,- - -,991,3048,699,17,331,253,125,6.10%,15.20%,0.078,0.291,0.249,0.297,0.327,0.281,73,-1.7,-94,30,3.4,1011695
Bob Kearney,- - -,478,1474,316,27,131,133,9,4.50%,15.90%,0.113,0.262,0.233,0.274,0.346,0.278,68,-3.1,-58.7,44.1,3.4,1006728
Dick Bertell,- - -,444,1447,327,10,91,112,2,7.30%,13.00%,0.063,0.282,0.25,0.305,0.312,0.273,65,-0.8,-58.4,43.3,3.4,1000913
Billy Sullivan,- - -,1145,3981,777,21,363,378,98,4.30%,,0.068,,0.213,0.254,0.281,0.26,66,-1.1,-154.1,58.5,3.4,1012683
George Bradley,- - -,567,2298,518,3,272,172,5,1.70%,8.90%,0.066,0.261,0.229,0.243,0.295,0.245,83,-0.3,-56.4,5.4,3.4,1001307
Chris Duncan,Cardinals,389,1317,295,55,164,175,4,12.10%,24.00%,0.201,0.307,0.257,0.348,0.458,0.35,111,2.9,22.7,-32,3.3,2722
Chris Shelton,- - -,299,1044,254,37,132,124,2,9.20%,24.10%,0.184,0.335,0.273,0.345,0.457,0.348,111,-1.3,13.2,-15.4,3.3,1891
Reb Russell,- - -,419,1062,262,22,142,172,9,4.00%,12.20%,0.168,0.291,0.268,0.309,0.436,0.343,99,0.6,6,-6,3.3,1011321
Ham Hyatt,- - -,465,1012,247,10,85,146,11,6.20%,8.10%,0.121,0.281,0.267,0.321,0.388,0.342,108,-2.9,6,-9.7,3.3,1006247
Marty Kavanagh,- - -,370,1192,257,10,138,122,26,9.90%,10.20%,0.113,0.274,0.249,0.33,0.362,0.338,105,-5.7,0.8,-13.1,3.3,1006722
Dwight Smith,- - -,813,1988,497,46,244,226,42,7.50%,16.80%,0.147,0.314,0.275,0.333,0.422,0.336,104,-7,1.3,-37.1,3.3,1012125
Carl Taylor,- - -,411,1006,225,10,113,115,12,13.50%,12.90%,0.086,0.301,0.266,0.367,0.352,0.334,107,0.1,9,-11.4,3.3,1012862
Tony Lupien,- - -,614,2645,632,18,285,230,57,9.10%,4.20%,0.087,0.275,0.268,0.337,0.355,0.331,94,-0.7,-19.6,-35,3.3,1007841
Bill Brubaker,- - -,479,1755,413,22,208,225,13,8.60%,13.60%,0.109,0.3,0.264,0.333,0.373,0.33,91,1.8,-18.3,-3.8,3.3,1001571
Peaches Graham,- - -,373,1159,265,1,99,85,21,9.80%,5.60%,0.049,0.293,0.265,0.347,0.314,0.329,95,-5,-11.3,2.1,3.3,1004933
Barry Bonnell,- - -,976,3354,833,56,363,355,64,6.80%,11.50%,0.117,0.294,0.272,0.323,0.389,0.318,90,-2.3,-41.1,-35.9,3.3,1001171
Al Orth,- - -,602,1785,464,12,183,184,30,2.90%,12.80%,0.092,0.324,0.273,0.298,0.366,0.314,89,-4.9,-30.5,1,3.3,1009857
Bill Schroeder,- - -,376,1356,303,61,153,152,6,4.30%,25.30%,0.185,0.28,0.24,0.281,0.426,0.311,91,-1.2,-13.9,2,3.3,1011618
Gene Stephens,- - -,964,2195,460,37,283,207,27,10.60%,14.70%,0.114,0.269,0.24,0.325,0.355,0.31,83,-1.4,-46.3,12.2,3.3,1012493
Cam Carreon,- - -,354,1100,260,11,113,114,3,8.80%,10.60%,0.085,0.289,0.264,0.331,0.349,0.305,89,-0.7,-15.2,14.6,3.3,1001988
Eric Sogard,- - -,480,1499,335,11,162,119,32,7.60%,12.70%,0.082,0.28,0.248,0.31,0.33,0.286,80,0.6,-33.2,16.1,3.3,7927
Alfredo Amezaga,- - -,585,1572,349,12,174,110,49,7.10%,14.20%,0.086,0.285,0.248,0.308,0.333,0.286,68,6.1,-57.9,39.7,3.3,1
Greg Pryor,- - -,789,2049,471,14,204,146,11,5.10%,9.00%,0.077,0.269,0.25,0.291,0.327,0.281,70,-2.5,-75.1,41.6,3.3,1010555
Johnny Oates,- - -,593,1820,410,14,146,126,11,7.70%,8.20%,0.062,0.267,0.25,0.309,0.313,0.281,70,-4.4,-67.2,42.1,3.3,1009674
Lenn Sakata,- - -,564,1423,296,25,163,109,30,6.80%,11.10%,0.1,0.243,0.23,0.286,0.33,0.28,71,-0.8,-48.1,34.5,3.3,1011375
Billy Ripken,- - -,912,3015,674,20,287,229,25,5.80%,11.00%,0.071,0.273,0.247,0.294,0.318,0.278,69,-2.3,-112.6,47.6,3.3,1010977
Wilbur Cooper,- - -,521,1316,293,6,111,106,12,3.60%,10.60%,0.07,0.265,0.239,0.269,0.309,0.273,58,-2,-65.2,56.3,3.3,1002602
Jose Lind,- - -,1044,4001,935,9,368,324,62,5.40%,9.20%,0.061,0.278,0.254,0.295,0.316,0.272,68,3.5,-147,51.1,3.3,1007623
Ted Lyons,White Sox,705,1726,364,5,162,149,0,4.20%,11.60%,0.052,0.265,0.233,0.27,0.285,0.261,44,-0.5,-133.6,104.2,3.3,1007887
John Smoltz,- - -,735,1167,151,5,77,61,3,6.80%,31.30%,0.047,0.252,0.159,0.226,0.207,0.205,15,-0.4,-122.6,118.7,3.3,115
Johnny McCarthy,- - -,542,1672,432,25,182,209,8,5.40%,6.80%,0.115,0.287,0.277,0.319,0.392,0.33,94,0.9,-11.6,-9.7,3.2,1008375
Dutch Meyer,- - -,285,1085,262,10,113,93,5,7.60%,6.90%,0.104,0.277,0.264,0.322,0.367,0.327,96,-2.3,-10.9,4.6,3.2,1008825
Larry Woodall,Tigers,548,1519,353,1,161,161,16,10.50%,4.40%,0.065,0.282,0.268,0.347,0.333,0.326,80,3.4,-38.4,17.9,3.2,1014208
Chuck Workman,- - -,526,1956,423,50,213,230,24,8.20%,10.30%,0.126,0.249,0.242,0.311,0.368,0.325,91,3.9,-15.7,-12.1,3.2,1014255
Junior Felix,- - -,585,2340,562,55,309,280,49,6.80%,21.80%,0.149,0.319,0.264,0.317,0.413,0.324,98,-6.5,-9.9,-35.1,3.2,1003974
Jim Finigan,- - -,512,1828,422,19,195,168,8,10.40%,9.60%,0.103,0.285,0.264,0.342,0.367,0.324,91,-2.2,-23.7,-5,3.2,1004052
George Hausmann,Giants,301,1303,304,3,173,78,10,9.20%,5.90%,0.062,0.285,0.268,0.338,0.329,0.323,86,1.2,-20.4,9.5,3.2,1005504
Justin Smoak,- - -,921,3265,671,133,340,391,3,10.70%,23.40%,0.183,0.268,0.232,0.316,0.415,0.32,102,-24.4,-16.4,-59.9,3.2,9054
Jerry Turner,- - -,733,1931,448,45,222,238,45,8.20%,12.70%,0.13,0.275,0.257,0.319,0.387,0.317,100,0,-0.4,-32.5,3.2,1013228
Lou Stringer,- - -,409,1346,290,19,148,122,7,9.00%,14.30%,0.105,0.275,0.242,0.313,0.348,0.314,89,0.8,-16.5,7.6,3.2,1012621
Charlie Dexter,- - -,771,3184,749,16,429,346,183,6.20%,8.00%,0.066,0.299,0.261,0.318,0.328,0.313,86,14.3,-47.6,-37.4,3.2,1003259
Dave Engle,- - -,594,1784,431,31,201,181,5,6.70%,10.70%,0.126,0.279,0.262,0.311,0.388,0.313,89,-1.2,-23.4,-2.7,3.2,1003781
Rich Coggins,- - -,342,1191,287,12,125,90,50,6.00%,8.40%,0.096,0.282,0.265,0.312,0.361,0.308,94,2.3,-4.7,-3,3.2,1002397
Mickey Livingston,- - -,561,1665,354,19,128,153,7,8.60%,8.50%,0.088,0.252,0.238,0.31,0.326,0.307,82,0.7,-34.3,14.3,3.2,1007675
Al Gallagher,- - -,442,1432,333,11,114,130,7,9.60%,11.50%,0.074,0.292,0.263,0.335,0.337,0.306,90,-0.4,-17.3,-0.7,3.2,1004445
Mark Bailey,- - -,340,1126,209,24,101,101,2,14.70%,19.70%,0.117,0.261,0.22,0.337,0.337,0.305,95,-1.8,-8,0.8,3.2,1000428
Dick Buckley,- - -,524,1956,449,26,213,216,25,5.00%,9.60%,0.097,0.261,0.245,0.291,0.342,0.302,79,-12.3,-79.2,30.8,3.2,1001621
Brickyard Kennedy,- - -,413,1332,333,1,150,148,13,3.20%,5.60%,0.075,0.267,0.261,0.286,0.336,0.294,69,-6.2,-71.3,52.5,3.2,1006836
Ken Reitz,- - -,1344,5079,1243,68,366,548,10,3.60%,10.20%,0.099,0.277,0.26,0.29,0.359,0.29,76,-2.7,-141,8.9,3.2,1010823
Joey Gathright,- - -,452,1329,309,1,178,96,81,7.30%,16.00%,0.04,0.318,0.263,0.328,0.303,0.289,71,11.8,-37.5,24.7,3.2,3913
Fergy Malone,- - -,220,1084,288,1,200,160,17,3.00%,1.80%,0.047,0.278,0.274,0.295,0.32,0.287,92,1.3,-11,10.3,3.2,1008038
Rocky Bridges,- - -,916,2537,562,16,245,187,10,8.10%,9.00%,0.066,0.268,0.247,0.31,0.313,0.287,67,-2.4,-105.6,59.6,3.2,1001420
Charlie Jones,- - -,483,1960,420,5,217,144,100,4.70%,,0.071,,0.233,0.276,0.304,0.284,86,8.9,-20.9,-14.1,3.2,1006537
Billy Gardner,- - -,1034,3889,841,41,356,271,19,6.30%,11.30%,0.09,0.26,0.237,0.292,0.327,0.28,70,-3.2,-145.5,60.8,3.2,1004520
Lon Warneke,- - -,458,1080,215,4,87,97,1,4.80%,13.70%,0.044,0.26,0.223,0.266,0.267,0.253,44,-0.2,-74.9,72.6,3.2,1013637
Herman Dehlman,- - -,307,1268,261,0,226,83,34,3.60%,5.10%,0.034,0.226,0.214,0.242,0.248,0.232,78,1.9,-49,25.9,3.2,1003144
Benny Meyer,- - -,310,1236,276,7,146,84,46,12.80%,9.50%,0.081,0.293,0.265,0.365,0.346,0.35,106,5.9,14.3,-24,3.1,1008819
